"School.Type"	"Enrolment"	"Percentage.of.Students.Whose.First.Language.Is.Not.English"	"Percentage.of.Students.Whose.First.Language.Is.Not.French"	"Percentage.of.Students.Who.Are.New.to.Canada.from.a.Non.English.Speaking.Country"	"Percentage.of.Students.Who.Are.New.to.Canada.from.a.Non.French.Speaking.Country"	"Percentage.of.Students.Receiving.Special.Education.Services"	"Gifted"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Writing"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Mathematics"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics"	"Percentage.of.Children.Who.Live.in.Low.Income.Households"	"Percentage.of.Students.Whose.Parents.Have.Some.University.Education"	"FSL.Core"	"FSL.Extended"	"FSL.Immersion"	"Gender.Ratio.M.to.F"	"Enrol_sum_all"	"Enrol_sum_JKto3"	"Enrol_sum_4to6"
"Catholic"	"Medium"	"Lowest"	"Lowest"	"High"	"High"	"Lowest"	"FALSE"	"Medium"	"High"	"High"	"Low"	"Lowest"	"Lowest"	"Medium"	"Highest"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Medium"	"Low"	"High"	"High"	"Low"	"FALSE"	"Low"	"Lowest"	"Low"	"High"	"High"	"Medium"	"Low"	"Lowest"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Medium"	"Low"	"High"	"High"	"High"	"FALSE"	"Medium"	"Low"	"Lowest"	"Lowest"	"High"	"Lowest"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"High"	"Medium"	"Highest"	"Low"	"Lowest"	"Medium"	"High"	"Medium"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"High"	"Low"	"Highest"	"Highest"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Low"	"High"	"Medium"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Highest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Medium"	"Medium"	"Highest"	"Low"	"Medium"	"High"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Medium"	"Low"	"Highest"	"Highest"	"High"	"FALSE"	"Low"	"Medium"	"Medium"	"Low"	"Medium"	"Medium"	"High"	"Medium"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Low"	"Low"	"High"	"High"	"High"	"FALSE"	"Highest"	"Highest"	"Highest"	"Medium"	"Highest"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"Medium"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Highest"	"High"	"High"	"Low"	"Medium"	"Medium"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Low"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Medium"	"Low"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Medium"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"Medium"	"Low"	"Highest"	"Medium"	"Low"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"High"	"Low"	"Highest"	"Highest"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Medium"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Highest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"High"	"Highest"	"Highest"	"High"	"Highest"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"High"	"Low"	"Low"	"Medium"	"Medium"	"High"	"FALSE"	"High"	"High"	"High"	"Low"	"Lowest"	"Lowest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"Highest"	"FALSE"	"Lowest"	"Medium"	"Lowest"	"Medium"	"Low"	"Low"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"High"	"High"	"Highest"	"High"	"Medium"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"Medium"	"High"	"High"	"High"	"High"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Lowest"	"Medium"	"Medium"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Medium"	"Medium"	"Medium"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Low"	"High"	"High"	"High"	"FALSE"	"Highest"	"Highest"	"Highest"	"Medium"	"Medium"	"High"	"Low"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"Lowest"	"Highest"	"High"	"Lowest"	"Lowest"	"Low"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Medium"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"High"	"Medium"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Medium"	"Medium"	"High"	"FALSE"	"Medium"	"High"	"Medium"	"Lowest"	"Low"	"Medium"	"Lowest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Low"	"Lowest"	"Low"	"FALSE"	"Medium"	"Medium"	"High"	"Low"	"Low"	"Low"	"Medium"	"High"	"YES"	"NO"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Highest"	"Low"	"Highest"	"Highest"	"Medium"	"FALSE"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"High"	"Highest"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Medium"	"Low"	"Medium"	"Medium"	"High"	"FALSE"	"Highest"	"Highest"	"Low"	"High"	"Highest"	"High"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"High"	"Low"	"Medium"	"Medium"	"High"	"FALSE"	"Low"	"Medium"	"Medium"	"Low"	"Low"	"High"	"High"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Lowest"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"Medium"	"Medium"	"Medium"	"Medium"	"High"	"Low"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"High"	"Medium"	"High"	"Low"	"Low"	"Low"	"Low"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Lowest"	"Medium"	"Medium"	"Medium"	"FALSE"	"High"	"High"	"Highest"	"Lowest"	"Lowest"	"Low"	"Low"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Low"	"Low"	"Low"	"FALSE"	"Low"	"High"	"Medium"	"Medium"	"High"	"High"	"Low"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Medium"	"Low"	"Medium"	"Medium"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"High"	"Low"	"Low"	"Low"	"High"	"FALSE"	"Medium"	"Low"	"Low"	"Low"	"Low"	"Highest"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"High"	"Low"	"Highest"	"Highest"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Medium"	"Highest"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"High"	"Low"	"Low"	"Low"	"Low"	"FALSE"	"Highest"	"Highest"	"Highest"	"High"	"High"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Lowest"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"High"	"Highest"	"Highest"	"Highest"	"High"	"High"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Low"	"Low"	"High"	"High"	"Low"	"FALSE"	"High"	"Medium"	"Medium"	"Medium"	"Medium"	"High"	"Low"	"High"	"YES"	"NO"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Highest"	"Low"	"Highest"	"Highest"	"Low"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Medium"	"Medium"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"High"	"Low"	"Lowest"	"Lowest"	"Medium"	"FALSE"	"High"	"High"	"High"	"Medium"	"Medium"	"Medium"	"Medium"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Highest"	"Highest"	"Highest"	"Low"	"High"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Medium"	"Low"	"High"	"High"	"Medium"	"FALSE"	"High"	"Highest"	"Highest"	"Highest"	"Medium"	"High"	"Medium"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"High"	"Low"	"Highest"	"Highest"	"High"	"FALSE"	"Highest"	"Highest"	"Highest"	"High"	"High"	"High"	"High"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"High"	"Highest"	"Low"	"Lowest"	"High"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"Low"	"Low"	"High"	"Highest"	"High"	"High"	"Low"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"High"	"High"	"High"	"Medium"	"High"	"Medium"	"Low"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"High"	"Highest"	"High"	"Medium"	"High"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"Low"	"Medium"	"Highest"	"High"	"Highest"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"Lowest"	"Low"	"Medium"	"Low"	"Lowest"	"Low"	"Low"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Medium"	"High"	"High"	"Medium"	"High"	"Medium"	"High"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"Highest"	"High"	"Highest"	"Medium"	"Medium"	"Highest"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Medium"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"Medium"	"Low"	"Low"	"Highest"	"High"	"Highest"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Lowest"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Low"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"Low"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Medium"	"Medium"	"Medium"	"Highest"	"Medium"	"Highest"	"Medium"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"Low"	"Low"	"Medium"	"FALSE"	"Medium"	"Highest"	"Low"	"Lowest"	"Low"	"Lowest"	"Highest"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Medium"	"Medium"	"High"	"FALSE"	"Low"	"High"	"Medium"	"Lowest"	"Lowest"	"Low"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Lowest"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Highest"	"High"	"Highest"	"Low"	"Low"	"Low"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Low"	"Low"	"Medium"	"Low"	"FALSE"	"Highest"	"Highest"	"Highest"	"Medium"	"High"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Lowest"	"Low"	"Medium"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"High"	"High"	"Highest"	"Low"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"Low"	"Low"	"High"	"FALSE"	"Medium"	"Medium"	"Low"	"Lowest"	"Lowest"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"Low"	"FALSE"	"Medium"	"Medium"	"Low"	"Highest"	"High"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Medium"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Medium"	"Medium"	"High"	"Medium"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Low"	"Lowest"	"Medium"	"FALSE"	"High"	"Medium"	"High"	"High"	"High"	"Medium"	"High"	"Lowest"	"YES"	"NO"	"YES"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Low"	"Low"	"High"	"FALSE"	"Highest"	"Highest"	"Highest"	"Medium"	"Medium"	"Medium"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Lowest"	"Low"	"Low"	"Medium"	"Medium"	"FALSE"	"High"	"High"	"High"	"Medium"	"High"	"Medium"	"Medium"	"Low"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"FALSE"	"Highest"	"Highest"	"High"	"High"	"High"	"Highest"	"Low"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Lowest"	"Lowest"	"Low"	"Medium"	"Lowest"	"FALSE"	"High"	"Medium"	"Medium"	"Medium"	"Medium"	"Medium"	"Low"	"Low"	"YES"	"NO"	"YES"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Low"	"Low"	"Low"	"Medium"	"Lowest"	"FALSE"	"Highest"	"High"	"High"	"Medium"	"Medium"	"Lowest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"Low"	"Medium"	"Lowest"	"FALSE"	"Highest"	"High"	"Highest"	"Medium"	"High"	"Medium"	"High"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Medium"	"Lowest"	"Medium"	"Medium"	"High"	"FALSE"	"Low"	"Medium"	"Low"	"Low"	"Medium"	"Medium"	"Highest"	"Low"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Lowest"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Low"	"Low"	"Low"	"High"	"Medium"	"Medium"	"High"	"Low"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"Highest"	"FALSE"	"Low"	"Low"	"Low"	"Highest"	"High"	"Medium"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"FALSE"	"Highest"	"Highest"	"Highest"	"Medium"	"Low"	"Low"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Lowest"	"Low"	"Low"	"Medium"	"Medium"	"FALSE"	"Highest"	"Highest"	"Lowest"	"Low"	"Medium"	"Low"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Low"	"Low"	"Medium"	"Medium"	"FALSE"	"Highest"	"Highest"	"Low"	"High"	"Highest"	"Medium"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"High"	"FALSE"	"Highest"	"Low"	"Lowest"	"Low"	"Medium"	"Low"	"Medium"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Low"	"Medium"	"Low"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Low"	"High"	"YES"	"YES"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Lowest"	"Low"	"Low"	"High"	"FALSE"	"High"	"Highest"	"High"	"Medium"	"Medium"	"High"	"Highest"	"Low"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Low"	"High"	"High"	"Highest"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Lowest"	"Low"	"Medium"	"Medium"	"FALSE"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Lowest"	"Medium"	"Medium"	"Highest"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Low"	"High"	"Medium"	"High"	"High"	"Highest"	"Low"	"Medium"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"FALSE"	"Highest"	"Highest"	"High"	"Medium"	"High"	"High"	"Medium"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Low"	"Medium"	"Low"	"FALSE"	"Highest"	"Highest"	"High"	"Highest"	"Highest"	"Highest"	"Low"	"Medium"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Lowest"	"Low"	"Low"	"Medium"	"High"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Low"	"Lowest"	"Low"	"FALSE"	"Medium"	"Medium"	"High"	"High"	"Medium"	"High"	"Medium"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"High"	"FALSE"	"High"	"Highest"	"Highest"	"Medium"	"Low"	"Low"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Lowest"	"Low"	"Medium"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"High"	"High"	"Low"	"High"	"Low"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"FALSE"	"Low"	"Medium"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Highest"	"Low"	"Low"	"Low"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Low"	"Low"	"Low"	"Medium"	"Low"	"FALSE"	"Medium"	"High"	"Medium"	"Medium"	"Low"	"Lowest"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"Highest"	"FALSE"	"High"	"Highest"	"High"	"Lowest"	"Medium"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Low"	"Medium"	"High"	"FALSE"	"High"	"Highest"	"High"	"Highest"	"Highest"	"Highest"	"Low"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Lowest"	"Low"	"Medium"	"Medium"	"FALSE"	"Highest"	"Highest"	"Medium"	"Highest"	"Medium"	"High"	"High"	"Low"	"YES"	"NO"	"YES"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Lowest"	"Lowest"	"Low"	"Medium"	"Low"	"FALSE"	"Medium"	"High"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"High"	"YES"	"NO"	"YES"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Low"	"Medium"	"Low"	"FALSE"	"Low"	"Medium"	"Low"	"Low"	"Medium"	"High"	"High"	"Low"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Lowest"	"Low"	"Low"	"Medium"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Medium"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Low"	"Medium"	"Highest"	"FALSE"	"Low"	"Lowest"	"Lowest"	"High"	"Low"	"Low"	"High"	"Low"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"Low"	"Medium"	"High"	"FALSE"	"Low"	"Low"	"Low"	"High"	"High"	"High"	"Highest"	"Low"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Low"	"Medium"	"Medium"	"FALSE"	"High"	"Medium"	"High"	"Low"	"Medium"	"Lowest"	"Low"	"High"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Lowest"	"Low"	"Medium"	"High"	"FALSE"	"Low"	"Medium"	"Medium"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Highest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Medium"	"FALSE"	"Lowest"	"Medium"	"Low"	"Highest"	"Medium"	"Lowest"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Medium"	"Medium"	"Medium"	"Medium"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Low"	"Lowest"	"Lowest"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
