Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some University Education,Extract Date
B66095,York Region DSB,Pub Dist Sch Brd (E/F),442954,Glenn Gould Public School,Public,Not applicable,Elementary,English,JK-8,,,675 Vellore Park Avenue,Vaughan,Vaughan,Ontario,L4H2G1,905-417-4517,905-417-4540,http://glenngould.ps.yrdsb.ca/,http://www.yrdsb.ca, 430 ,43.8605,-79.55741,59.3,99.8,5.8,5.8,11.1,3.2,89%,6,86%,-9,75%,-13,92%,6,97%,4,74%,9,NA,NA,NA,NA,NA,NA,11.7,52.3,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),217972,Greensborough Public School,Public,Not applicable,Elementary,English,JK-8,,,80 Alfred Patterson Dr,Markham,Markham,Ontario,L6E1J5,905-472-3474,905-472-1052,http://greensborough.ps.yrdsb.ca/,http://www.yrdsb.ca, 556 ,43.9014,-79.24466,59.9,99.8,4.1,4,12,NA,78%,8,78%,8,67%,5,79%,-6,86%,6,44%,-12,NA,NA,NA,NA,NA,NA,10.4,66.5,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),237086,H G Bernard Public School,Public,Not applicable,Elementary,English,JK-8,,,245 Bernard Ave,Richmond Hill,Richmond Hill,Ontario,L4S1E1,905-508-7009,905-508-0047,http://hgbernard.ps.yrdsb.ca/,http://www.yrdsb.ca, 358 ,43.9008,-79.43375,71.8,100,8.9,8.9,12.8,NA,84%,20,81%,2,45%,-10,90%,10,90%,-1,66%,-4,NA,NA,NA,NA,NA,NA,24.5,65.8,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),184305,Harry Bowes Public School,Public,Not applicable,Elementary,English,JK-8,,,90 Greenwood Road,Whitchurch - Stouffville,Stouffville,Ontario,L4A0N8,905-640-9856,905-640-5143,http://harrybowes.ps.yrdsb.ca/,http://www.yrdsb.ca, 528 ,43.9807,-79.2424,34.3,100,SP,SP,9,NA,89%,11,83%,-4,64%,-6,93%,5,97%,5,73%,4,NA,NA,NA,NA,NA,NA,9.2,59.1,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),023016,Hartman Public School,Public,Not applicable,Elementary,English,JK-8,,,130 River Ridge Blvd,Aurora,Aurora,Ontario,L4G7T7,905-727-5938,905-727-9035,http://hartman.ps.yrdsb.ca/,http://www.yrdsb.ca, 611 ,44.0111,-79.4404,33.4,100,3.1,3.4,9.8,NA,84%,0,82%,-15,86%,0,83%,-1,79%,-13,57%,-7,NA,NA,NA,NA,NA,NA,9.4,65.6,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),252794,Henderson Avenue Public School,Public,Not applicable,Elementary,English,JK-8,,,66 Henderson Ave,Markham,Thornhill,Ontario,L3T2K7,905-889-3132,905-889-9953,http://hendersonavenue.ps.yrdsb.ca/,http://www.yrdsb.ca, 384 ,43.80512,-79.40849,59.9,99.7,11.7,11.7,36.4,30.7,82%,-1,91%,14,70%,10,92%,10,95%,8,70%,-3,NA,NA,NA,NA,NA,NA,22.9,75.5,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),254078,Herbert H Carnegie Public School,Public,Not applicable,Elementary,English,JK-8,,,575 Via Romano Blvd,Vaughan,Maple,Ontario,L6A0G1,905-417-0211,905-417-8082,http://herberthcarnegie.ps.yrdsb.ca/,http://www.yrdsb.ca, 821 ,43.87652,-79.47715,46.5,99.8,5.1,5.2,7.4,SP,95%,9,93%,0,85%,-3,92%,-3,89%,-8,65%,-9,NA,NA,NA,NA,NA,NA,9.2,74.1,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),255971,Highgate Public School,Public,Not applicable,Elementary,English,JK-8,,,35 Highgate Dr,Markham,Markham,Ontario,L3R3R5,905-477-1019,905-477-9399,http://highgate.ps.yrdsb.ca/,http://www.yrdsb.ca, 482 ,43.82691,-79.31499,89.6,100,9.3,9.3,9.3,NA,60%,-11,56%,-25,64%,-11,85%,-6,82%,-12,68%,-17,NA,NA,NA,NA,NA,NA,27.9,23.4,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),256005,Highview Public School,Public,Not applicable,Elementary,English,JK-8,,,240 McClellan Way,Aurora,Aurora,Ontario,L4G6N9,905-727-6642,905-727-2959,http://highview.ps.yrdsb.ca,http://www.yrdsb.ca, 365 ,43.97178,-79.48169,26.8,100,SP,SP,20.5,SP,70%,7,81%,10,70%,9,81%,9,86%,19,56%,20,NA,NA,NA,NA,NA,NA,14.4,57.1,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),234460,Holland Landing Public School,Public,Not applicable,Elementary,English,JK-8,,,16 Holland River Blvd,East Gwillimbury,Holland Landing,Ontario,L9N1C5,905-836-6614,905-836-7882,http://hollandlanding.ps.yrdsb.ca/,http://www.yrdsb.ca, 305 ,44.09604,-79.47769,18.7,99.7,4.3,4.9,15.4,SP,71%,4,71%,4,52%,5,81%,1,85%,10,22%,-23,NA,NA,NA,NA,NA,NA,9.8,54.1,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),917893,Huron Heights Secondary School,Public,Not applicable,Secondary,English,9-12,,,40 Huron Heights Dr,Newmarket,Newmarket,Ontario,L3Y3J9,905-895-2384,905-895-8912,http://huronheights.ss.yrdsb.ca/,http://www.yrdsb.ca, 1235 ,44.06421,-79.44593,6.1,99.8,SP,SP,36.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83%,4,42%,3,79%,-4,9.5,34.8,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),280224,J L R Bell Public School,Public,Not applicable,Elementary,English,JK-5,,,121 Queen St,Newmarket,Newmarket,Ontario,L3Y2E9,905-895-2601,905-895-9184,http://jlrbell.ps.yrdsb.ca/,http://www.yrdsb.ca, 72 ,44.05352,-79.47453,25,100,SP,SP,26.3,NA,85%,-8,92%,6,77%,-9,N/D,NA,N/D,NA,N/D,NA,NA,NA,NA,NA,NA,NA,31.4,53.1,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),281913,James Robinson Public School,Public,Not applicable,Elementary,English,JK-8,,,90 Robinson St,Markham,Markham,Ontario,L3P1N9,905-294-3484,905-294-4626,http://jamesrobinson.ps.yrdsb.ca/,http://www.yrdsb.ca, 344 ,43.87575,-79.26824,58.1,100,11.9,12.5,11,NA,91%,11,79%,7,67%,7,84%,1,92%,9,68%,3,NA,NA,NA,NA,NA,NA,20.8,58.9,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),282545,Jersey Public School,Public,Not applicable,Elementary,English,JK-8,,,176 Glenwoods Ave.,Georgina,Keswick,Ontario,L4P3E9,905-476-7777,905-476-4961,http://jersey.ps.yrdsb.ca/,http://www.yrdsb.ca, 299 ,44.21429,-79.45764,12.7,100,SP,SP,15,NA,73%,12,67%,12,47%,-1,57%,14,68%,11,18%,-11,NA,NA,NA,NA,NA,NA,27.9,16.7,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),013719,John McCrae Public School,Public,Not applicable,Elementary,English,JK-8,,,565 Fred McLaren Blvd,Markham,Markham,Ontario,L6E1N7,905-294-9122,905-294-8196,http://johnmccrae.ps.yrdsb.ca/,http://www.yrdsb.ca, 619 ,43.90185,-79.28744,76.7,99.8,7.1,7.3,5.8,NA,85%,-1,87%,0,87%,12,92%,0,94%,-1,72%,5,NA,NA,NA,NA,NA,NA,14.1,65.3,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),364741,Johnny Lombardi Public School,Public,Not applicable,Elementary,English,JK-8,,,350 Lawford Road,Vaughan,Woodbridge,Ontario,L4H4C3,905-585-0002,289-553-2638,http://johnnylombardi.ps.yrdsb.ca/,http://www.yrdsb.ca, 390 ,43.85193557,-79.57052541,51.5,100,3.6,3.6,8.2,SP,86%,NA,71%,NA,62%,NA,93%,NA,96%,NA,49%,NA,NA,NA,NA,NA,NA,NA,11.6,52.7,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),283118,Johnsview Village Public School,Public,Not applicable,Elementary,English,JK-8,,,41 Porterfield Cres,Markham,Thornhill,Ontario,L3T5C3,905-881-3360,905-881-4291,http://johnsviewvillage.ps.yrdsb.ca/,http://www.yrdsb.ca, 216 ,43.81707,-79.39691,60.6,100,17.6,17.6,8.3,NA,83%,0,79%,-10,79%,-4,93%,2,100%,5,79%,11,NA,NA,NA,NA,NA,NA,10.1,87.3,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),286079,Joseph A Gibson Public School,Public,Not applicable,Elementary,English,JK-8,,,50 Naylon St,Vaughan,Maple,Ontario,L6A1R8,905-832-1291,905-832-5014,http://josephagibson.ps.yrdsb.ca/,http://www.yrdsb.ca, 395 ,43.85008,-79.51924,58.7,100,6.3,6.3,6.5,NA,88%,-12,88%,-12,75%,-15,84%,13,86%,5,50%,-2,NA,NA,NA,NA,NA,NA,10.6,54.7,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),281581,Julliard Public School,Public,Not applicable,Elementary,English,1-8,,,61 Julliard Dr,Vaughan,Maple,Ontario,L6A3W7,905-832-3311,905-832-2400,http://julliard.ps.yrdsb.ca/,http://www.yrdsb.ca, 560 ,43.8322,-79.5356,53.2,98.9,SP,SP,2.5,SP,N/D,NA,N/D,NA,68%,-12,95%,-5,98%,-1,67%,-12,NA,NA,NA,NA,NA,NA,15.1,49.3,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),919233,Keswick High School,Public,Not applicable,Secondary,English,9-12,,,100 Biscayne Blvd,Georgina,Keswick,Ontario,L4P3L5,905-476-0933,905-476-0929,http://keswick.hs.yrdsb.ca/,http://www.yrdsb.ca, 920 ,44.22277,-79.45788,3.6,99.9,SP,SP,32.5,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74%,5,32%,-6,71%,-1,11.3,20.6,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),291080,Keswick Public School,Public,Not applicable,Elementary,English,JK-8,,,25 The Queensway N,Georgina,Keswick,Ontario,L4P1E2,905-476-4377,905-476-8261,http://keswick.ps.yrdsb.ca/,http://www.yrdsb.ca, 412 ,44.24586,-79.47048,8.5,99.5,SP,SP,8.2,NA,N/D,NA,N/D,NA,39%,-23,80%,-17,71%,-18,16%,-42,NA,NA,NA,NA,NA,NA,13.3,31.2,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),089442,Kettle Lakes Public School,Public,Not applicable,Elementary,English,JK-8,,,62 Kingshill Rd,Richmond Hill,Richmond Hill,Ontario,L4E4X5,,,http://kettlelakes.ps.yrdsb.ca/,http://www.yrdsb.ca, 533 ,43.936,-79.47281,41.8,100,8.3,8.3,9.3,NA,90%,17,87%,7,82%,15,91%,13,89%,4,57%,-8,NA,NA,NA,NA,NA,NA,12,67.1,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),291145,Kettleby Public School,Public,Not applicable,Elementary,English,JK-8,,,3286 Lloydtown/Aurora Rd RR 1,King,Kettleby,Ontario,L7B0H4,905-727-9852,905-727-3892,http://kettleby.ps.yrdsb.ca/,http://www.yrdsb.ca, 160 ,44.00378,-79.58244,21.9,100,SP,SP,11.2,SP,93%,5,93%,-1,73%,8,94%,-1,89%,-11,39%,-1,NA,NA,NA,NA,NA,NA,12.9,57.1,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),297615,King City Public School,Public,Not applicable,Elementary,English,JK-8,,General Delivery,25 King Blvd,King,King City,Ontario,L7B1K9,905-833-5115,905-833-0482,http://kingcity.ps.yrdsb.ca/,http://www.yrdsb.ca, 314 ,43.93218,-79.51849,22,100,SP,SP,16.2,SP,80%,6,78%,-4,61%,-8,60%,-25,70%,-10,37%,-6,NA,NA,NA,NA,NA,NA,10.2,62,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),919586,King City Secondary School,Public,Not applicable,Secondary,English,9-12,,,2001 King Rd,King,King City,Ontario,L7B1K2,905-833-5332,905-833-3750,http://kingcity.ss.yrdsb.ca/,http://www.yrdsb.ca, 995 ,43.93021,-79.51743,26.1,99.9,3.3,3.3,23,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86%,7,60%,24,72%,-15,9.6,52.5,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),302457,Kleinburg Public School,Public,Not applicable,Elementary,English,JK-8,,,10391 Islington Ave,Vaughan,Kleinburg,Ontario,L0J1C0,905-893-1142,905-893-3500,http://kleinburg.ps.yrdsb.ca/,http://www.yrdsb.ca, 506 ,43.84153,-79.62524,16.6,100,SP,SP,8.4,SP,83%,8,69%,-13,69%,-3,78%,-7,76%,-16,47%,-9,NA,NA,NA,NA,NA,NA,9.4,55.4,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),290254,Lake Simcoe Public School,Public,Not applicable,Elementary,English,JK-8,,,38 Thornlodge Dr,Georgina,Keswick,Ontario,L4P4A3,905-656-5970,905-656-5978,http://lakesimcoe.ps.yrdsb.ca/,http://www.yrdsb.ca, 515 ,44.19737,-79.4578,13.4,100,SP,SP,14.1,NA,67%,12,71%,7,33%,-10,75%,1,56%,-18,25%,-5,NA,NA,NA,NA,NA,NA,14.6,36.1,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),303860,Lake Wilcox Public School,Public,Not applicable,Elementary,English,JK-8,,,80 Wildwood Ave,Richmond Hill,Richmond Hill,Ontario,L4E3B5,905-773-5381,905-773-6238,http://lakewilcox.ps.yrdsb.ca/,http://www.yrdsb.ca, 548 ,43.9539,-79.4372,44.5,99.8,9.5,9.5,9.8,SP,72%,-5,72%,-3,65%,-5,90%,3,94%,-3,71%,1,NA,NA,NA,NA,NA,NA,13.4,62.9,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),304220,Lakeside Public School,Public,Not applicable,Elementary,English,JK-8,,,213 Shorecrest Rd,Georgina,Keswick,Ontario,L4P1J1,905-476-8369,905-476-5434,http://lakeside.ps.yrdsb.ca/,http://www.yrdsb.ca, 361 ,44.24448,-79.47287,SP,100,SP,SP,18.2,NA,79%,15,88%,21,67%,6,76%,3,56%,-6,16%,-9,NA,NA,NA,NA,NA,NA,15.9,25.9,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),921661,Langstaff Secondary School,Public,Not applicable,Secondary,English,9-12,,,106 Garden Ave,Richmond Hill,Richmond Hill,Ontario,L4C6M1,905-889-6266,905-889-6676,http://langstaff.ss.yrdsb.ca/,http://www.yrdsb.ca, 873 ,43.83861,-79.43989,55.1,100,5.5,5.5,12.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86%,-4,55%,17,86%,-6,20.9,63.8,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),400308,Legacy Public School,Public,Not applicable,Elementary,English,JK-8,,,61 Russell Jarvis Dr,Markham,Markham,Ontario,L3S4B1,905-472-4764,905-472-2322,http://legacy.ps.yrdsb.ca/,http://www.yrdsb.ca, 542 ,43.8647,-79.2338,43.7,100,2.6,2.6,11.2,SP,82%,-4,82%,-7,75%,-6,83%,-11,83%,-9,71%,5,NA,NA,NA,NA,NA,NA,8.8,62.9,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),307866,Lester B Pearson Public School,Public,Not applicable,Elementary,English,1-8,,,15 Odin Cres,Aurora,Aurora,Ontario,L4G3T3,905-841-3030,905-841-3493,http://lesterbpearson.ps.yrdsb.ca/,http://www.yrdsb.ca, 711 ,44.00697,-79.46504,24.5,99.4,SP,SP,7.4,2.3,N/D,NA,N/D,NA,75%,-12,94%,-3,96%,4,73%,12,NA,NA,NA,NA,NA,NA,10.4,65.4,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),313599,Lincoln Alexander Public School,Public,Not applicable,Elementary,English,JK-8,,,38 Hillmount Rd,Markham,Markham,Ontario,L6C2H4,905-284-4513,905-284-8242,http://lincolnalexander.ps.yrdsb.ca/,http://www.yrdsb.ca, 565 ,43.87695,-79.36844,60.9,100,6.7,6.5,8.8,SP,81%,-9,84%,-13,76%,-14,95%,10,95%,1,79%,16,NA,NA,NA,NA,NA,NA,11.7,77.7,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),016874,Little Rouge Public School,Public,Not applicable,Elementary,English,JK-8,,,571 Country Glen Road,Markham,Markham,Ontario,L6B1E8,905-202-5960,905-202-5964,http://littlerouge.ps.yrdsb.ca/,http://www.yrdsb.ca, 554 ,43.9017,-79.2351,56,100,6,6,9,SP,75%,-13,86%,0,67%,-19,90%,-5,93%,7,64%,-1,NA,NA,NA,NA,NA,NA,11.8,63.9,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),382809,Lorna Jackson Public School,Public,Not applicable,Elementary,English,JK-8,,,589 Napa Valley Ave,Vaughan,Woodbridge,Ontario,L4H1R1,905-893-2829,905-893-8505,http://lornajackson.ps.yrdsb.ca/,http://www.yrdsb.ca, 352 ,43.8225,-79.6207,39.5,100,6,6,6.5,SP,68%,12,68%,7,80%,17,97%,16,95%,8,59%,15,NA,NA,NA,NA,NA,NA,7.9,55.1,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),323195,Louis-Honore Frechette Public School,Public,Not applicable,Elementary,English,1-8,,,40 New Westminster Dr,Vaughan,Thornhill,Ontario,L4J7Z8,905-738-1724,905-738-4226,http://louishonorefrechette.ps.yrdsb.ca/,http://www.yrdsb.ca, 573 ,43.79118,-79.45874,57.4,99.7,2.1,2.1,9.7,1.7,N/D,NA,N/D,NA,75%,-13,100%,8,100%,4,88%,7,NA,NA,NA,NA,NA,NA,11.3,76,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),491629,MacLeod's Landing Public School,Public,Not applicable,Elementary,English,JK-8,,,195 Silver Maple Rd,Richmond Hill,Richmond Hill,Ontario,L4E4Z1,905-398-7945,905-398-0842,http://macleodslanding.ps.yrdsb.ca/,http://www.yrdsb.ca, 554 ,43.9243,-79.4552,57.4,100,9.4,9.4,8.6,SP,85%,1,78%,-10,76%,-10,95%,12,95%,11,79%,26,NA,NA,NA,NA,NA,NA,12.1,78.8,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),361879,Mackenzie Glen Public School,Public,Not applicable,Elementary,English,JK-8,,,575 Melville Ave,Vaughan,Maple,Ontario,L6A2M4,905-417-9771,905-417-9123,http://mackenzieglen.ps.yrdsb.ca/,http://www.yrdsb.ca, 539 ,43.8648,-79.5308,61.2,100,9.6,9.6,7.7,SP,96%,4,93%,-3,87%,1,91%,2,89%,-7,55%,12,NA,NA,NA,NA,NA,NA,10.3,52.4,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),597201,Maple Creek Public School,Public,Not applicable,Elementary,English,JK-8,,,210 Hawker Rd,Vaughan,Maple,Ontario,L6A2J8,905-417-9177,905-417-9128,http://maplecreek.ps.yrdsb.ca/,http://www.yrdsb.ca, 544 ,43.843,-79.5258,58.8,100,6.8,6.8,7.7,NA,76%,-9,85%,-6,60%,-15,92%,4,89%,-3,57%,-12,NA,NA,NA,NA,NA,NA,11.9,50.3,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),951714,Maple High School,Public,Not applicable,Secondary,English,9-12,,,50 Springside Rd,Vaughan,Maple,Ontario,L6A2W5,905-417-9444,905-417-9022,http://maple.hs.yrdsb.ca/,http://www.yrdsb.ca, 1273 ,43.8394,-79.5306,67.9,100,10,10,17.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94%,9,57%,0,80%,-8,13.8,38,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),234850,Maple Leaf Public School,Public,Not applicable,Elementary,English,JK-8,,,155 Longford Dr,Newmarket,Newmarket,Ontario,L3Y2Y7,905-895-9681,905-895-3847,http://mapleleaf.ps.yrdsb.ca/,http://www.yrdsb.ca, 287 ,44.06147,-79.46919,14.6,99.3,3.5,3.5,19.1,NA,77%,8,53%,-14,43%,-18,75%,-3,44%,-23,31%,-17,NA,NA,NA,NA,NA,NA,24.7,29.7,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),924911,Markham District High School,Public,Not applicable,Secondary,English,9-12,,,89 Church St,Markham,Markham,Ontario,L3P2M3,905-294-1886,905-294-8141,http://markhamdistrict.hs.yrdsb.ca/,http://www.yrdsb.ca, 1567 ,43.88042,-79.25082,30.8,99.9,1.8,1.8,31,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92%,2,48%,8,90%,-4,9.5,52,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),342394,Markham Gateway Public School,Public,Not applicable,Elementary,English,JK-8,,,30 Fonda Rd,Markham,Markham,Ontario,L3S3X3,905-472-3303,905-472-5536,http://markhamgateway.ps.yrdsb.ca/,http://www.yrdsb.ca, 444 ,43.84486,-79.25906,92.1,100,7,7,6.5,NA,82%,6,80%,-3,71%,8,92%,1,92%,4,70%,11,NA,NA,NA,NA,NA,NA,29.3,43.6,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),924849,Markville Secondary School,Public,Not applicable,Secondary,English,9-12,,,1000 Carlton Rd,Markham,Markham,Ontario,L3P7P5,905-940-8840,905-940-8895,http://markville.ss.yrdsb.ca/,http://www.yrdsb.ca, 1424 ,43.87738,-79.2893,59.8,99.7,5.5,5.5,30.1,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94%,-2,63%,0,96%,0,16.1,51.6,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),326712,Mazo De La Roche Public School,Public,Not applicable,Elementary,English,1-8,,,860 Arnold Cres,Newmarket,Newmarket,Ontario,L3Y2E2,905-836-1032,905-836-1960,http://mazodelaroche.ps.yrdsb.ca/,http://www.yrdsb.ca, 728 ,44.061,-79.44007,22.5,99.9,1.5,1.5,5.2,SP,N/D,NA,N/D,NA,82%,4,100%,4,100%,2,83%,19,NA,NA,NA,NA,NA,NA,11.6,58.6,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),356263,Meadowbrook Public School,Public,Not applicable,Elementary,English,JK-8,,,233 Patterson St,Newmarket,Newmarket,Ontario,L3Y3L5,905-895-3081,905-895-5994,http://meadowbrook.ps.yrdsb.ca/,http://www.yrdsb.ca, 275 ,44.06932,-79.45047,13.5,100,SP,SP,15.2,NA,60%,24,40%,1,23%,5,77%,3,81%,-3,31%,-6,NA,NA,NA,NA,NA,NA,17.1,48.8,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),364010,Michael Cranny Elementary School,Public,Not applicable,Elementary,English,JK-8,,,155 Melville Ave,Vaughan,Maple,Ontario,L6A1Y9,905-832-4922,905-832-0807,http://michaelcranny.es.yrdsb.ca/,http://www.yrdsb.ca, 490 ,43.85515,-79.53318,54.9,100,4.9,5.3,43.8,35.7,88%,10,92%,7,77%,-4,89%,2,87%,0,76%,-1,NA,NA,NA,NA,NA,NA,11.3,47.4,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),240701,Michaelle Jean Public School,Public,Not applicable,Elementary,English,JK-8,,,320 Shirley Drive,Richmond Hill,Richmond Hill,Ontario,L4S2P1,905-770-6507,905-770-9336,http://michaellejean.ps.yrdsb.ca/,http://www.yrdsb.ca, 440 ,43.8911,-79.4124,58.4,99.8,4.8,4.8,SP,NA,N/D,NA,N/D,NA,86%,1,N/D,NA,N/D,NA,N/D,NA,NA,NA,NA,NA,NA,NA,19.3,73.3,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),926140,Middlefield Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,525 Highglen Ave,Markham,Markham,Ontario,L3S3L5,905-472-8900,905-472-0956,http://middlefield.ci.yrdsb.ca/,http://www.yrdsb.ca, 1403 ,43.84742,-79.26785,82.5,100,5.6,5.4,12.6,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92%,-3,68%,-6,88%,0,20,40.7,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),926817,Milliken Mills High School,Public,Not applicable,Secondary,English,9-12,,,7522 Kennedy Rd,Markham,Unionville,Ontario,L3R9S5,905-477-0072,905-477-6858,http://millikenmills.hs.yrdsb.ca/,http://www.yrdsb.ca, 1003 ,43.83768,-79.30516,83.1,100,7.1,7.2,17.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96%,-1,53%,-5,85%,1,20.1,31.3,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),365190,Milliken Mills Public School,Public,Not applicable,Elementary,English,JK-8,,,289 Risebrough Circuit,Markham,Unionville,Ontario,L3R3J3,905-475-8143,905-475-3264,http://millikenmills.ps.yrdsb.ca/,http://www.yrdsb.ca, 370 ,43.82654235,-79.31780219,73,98.4,2.7,2.7,6.7,SP,80%,6,87%,8,59%,-22,94%,14,96%,13,71%,23,NA,NA,NA,NA,NA,NA,21.4,34.6,6/17/2019
B66095,York Region DSB,Pub Dist Sch Brd (E/F),185604,Moraine Hills Public School,Public,Not applicable,Elementary,English,JK-8,,,85 Rollinghill Rd,Richmond Hill,Richmond Hill,Ontario,L4E4C7,905-292-0530,905-292-8840,http://morainehills.ps.yrdsb.ca/,http://www.yrdsb.ca, 648 ,43.9103,-79.4556,57.1,100,11.6,11.6,9.5,SP,92%,4,80%,-8,71%,-12,86%,0,91%,-5,64%,0,NA,NA,NA,NA,NA,NA,13.2,82.8,6/17/2019
